brand_raw,price_discounted,price_mrp,page
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",84
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",84
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",84
"Brivace Tablets 50mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,309.14

Rs. 1,378.00","1,309.14

 1,378.00","1,309.14

 1,378.00",84
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",84
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",84
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",84
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",84
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",84
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",84
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",85
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",85
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",85
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",85
"Empagen Trio Tablets 12.5mg/2.5mg/1000mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 133.00

Rs. 140.00","133.00

 140.00","133.00

 140.00",85
"Drate Plus D Tablets 70mg/70mcg (1 Box = 1 Strip)(1 Strip = 4 Tablets)

Rs. 936.84

Rs. 986.14","936.84

 986.14","936.84

 986.14",85
"Gvia-M Tablets 50mg/500mg (1 Strip = 7 Tablets)

Rs. 252.70

Rs. 266.00","252.70

 266.00","252.70

 266.00",85
"Wintax Iv/Im Injection 1000mg (1 Box = 1 Injection)

Rs. 258.40

Rs. 272.00","258.40

 272.00","258.40

 272.00",85
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",85
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",85
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",85
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",85
"Gvia-M Tablets 50mg/500mg (1 Strip = 7 Tablets)

Rs. 252.70

Rs. 266.00","252.70

 266.00","252.70

 266.00",85
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",85
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",85
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",85
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",85
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",85
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",86
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 75.20

Rs. 79.17","75.20

 79.17","75.20

 79.17",86
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",86
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",86
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",86
"Myteka Tablets 10mg (1 Strip = 7 Tablets)

Rs. 263.62

Rs. 277.50","263.62

 277.50","263.62

 277.50",86
"Andrex Softgel Capsules 40mg (1 Strip = 10 Capsules)

Rs. 345.20

Rs. 363.33","345.20

 363.33","345.20

 363.33",86
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",86
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",86
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",86
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",86
"Combinol-D Syrup 120ml

Rs. 152.00

Rs. 160.00","152.00

 160.00","152.00

 160.00",86
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",86
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",86
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",86
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",86
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",86
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",86
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",87
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",87
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",87
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",87
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",87
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",87
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",87
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",87
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",87
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",87
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",87
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",87
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",87
"Moxtu Tablets 7.5mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 116.50

Rs. 122.67","116.50

 122.67","116.50

 122.67",87
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",87
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",88
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",88
"Empagen Trio Tablets 12.5mg/2.5mg/1000mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 133.00

Rs. 140.00","133.00

 140.00","133.00

 140.00",88
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",88
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",88
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",88
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",88
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",88
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",88
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",88
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",88
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",88
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",88
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",89
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",89
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",89
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,163.75

Rs. 1,225.00","1,163.75

 1,225.00","1,163.75

 1,225.00",89
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",89
"Funge Tablets 250mg (1 Box = 2 Strips) (1 Strip = 5 Tablets)

Rs. 760.00

Rs. 800.00","760.00

 800.00","760.00

 800.00",89
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",89
"Multical-1000 Sachets (1 Box = 10 Sachets)

Rs. 23.75

Rs. 25.00","23.75

 25.00","23.75

 25.00",89
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",89
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",89
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",89
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",89
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",89
"Risperiget Tablets 1mg (1 Strip = 10 Tablets)

Rs. 164.40

Rs. 173.00","164.40

 173.00","164.40

 173.00",89
"Foxamine Tablets 550mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 1,097.70

Rs. 1,155.45","1,097.70

 1,155.45","1,097.70

 1,155.45",89
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",90
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",90
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",90
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",90
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",90
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",90
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",90
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",90
"Covam Plus Tablets 10mg+160mg+25mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 584.36

Rs. 615.00","584.36

 615.00","584.36

 615.00",90
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",90
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",90
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",90
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",90
"Preloft Tablets 50mg (1 Strip = 15 Tablets)

Rs. 467.85

Rs. 492.50","467.85

 492.50","467.85

 492.50",90
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",90
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",90
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",90
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",91
"Synalar-C Cream 5g

Rs. 142.50

Rs. 150.00","142.50

 150.00","142.50

 150.00",91
"Drate Plus D Tablets 70mg/70mcg (1 Box = 1 Strip)(1 Strip = 4 Tablets)

Rs. 936.84

Rs. 986.14","936.84

 986.14","936.84

 986.14",91
"Moxtu Tablets 7.5mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 116.50

Rs. 122.67","116.50

 122.67","116.50

 122.67",91
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",91
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",91
"Ivermite Tablets 6mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 428.50

Rs. 451.00","428.50

 451.00","428.50

 451.00",91
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",91
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",91
"Supercran Sachets 7mg (1 Box = 10 Sachets)

Rs. 47.50

Rs. 50.00","47.50

 50.00","47.50

 50.00",91
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",91
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",91
"Bismol Suspension 120ml

Rs. 142.50

Rs. 150.00","142.50

 150.00","142.50

 150.00",91
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",91
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",91
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",91
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",91
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",92
"Ivermite Tablets 6mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 428.50

Rs. 451.00","428.50

 451.00","428.50

 451.00",92
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",92
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",92
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",92
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",92
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",92
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",92
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",92
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",92
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",92
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",92
"Erli Plus Capsules 5/500mg (1 Box = 2 Strips) (1 Strip = 7 Capsules)

Rs. 161.49

Rs. 170.00","161.49

 170.00","161.49

 170.00",92
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",92
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",92
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",92
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",93
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",93
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",93
"Tagipmet Xr Tablets 50mg/1000mg (1 Box = 2 Strips) (1 Strips = 10 Tablets)

Rs. 408.50

Rs. 430.00","408.50

 430.00","408.50

 430.00",93
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",93
"Kestine Tablets 20mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 32.26

Rs. 33.96","32.26

 33.96","32.26

 33.96",93
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",93
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",93
"Erli Plus Capsules 5/500mg (1 Box = 2 Strips) (1 Strip = 7 Capsules)

Rs. 161.49

Rs. 170.00","161.49

 170.00","161.49

 170.00",93
"Drate Plus D Tablets 70mg/70mcg (1 Box = 1 Strip)(1 Strip = 4 Tablets)

Rs. 936.84

Rs. 986.14","936.84

 986.14","936.84

 986.14",93
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",93
"Foxamine Tablets 550mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 1,097.70

Rs. 1,155.45","1,097.70

 1,155.45","1,097.70

 1,155.45",93
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",93
"Covam Plus Tablets 10mg+160mg+25mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 584.36

Rs. 615.00","584.36

 615.00","584.36

 615.00",93
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",93
"Foxamine Tablets 550mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 1,097.70

Rs. 1,155.45","1,097.70

 1,155.45","1,097.70

 1,155.45",93
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",93
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",94
"Lepinza Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",94
"Lepinza Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",94
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",94
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",94
"Lepinza Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",94
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",94
"Lepinza Tablets 5mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",94
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",94
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",94
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",94
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",94
"Empaphage-M Tablets 12.5/1000mg (1 Strip = 7 Tablets)

Rs. 217.91

Rs. 229.41","217.91

 229.41","217.91

 229.41",94
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",94
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",94
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",94
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",94
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",95
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",95
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",95
"Am-Telsan Tablets 5mg/40mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 491.12

Rs. 517.00","491.12

 517.00","491.12

 517.00",95
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",95
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",95
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",95
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",95
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",95
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",95
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",95
"Am-Telsan Tablets 5mg/40mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 491.12

Rs. 517.00","491.12

 517.00","491.12

 517.00",95
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",95
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",95
"Am-Telsan Tablets 5mg/40mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 491.12

Rs. 517.00","491.12

 517.00","491.12

 517.00",96
